"CIF_ID","ACID","SCHM_CODE","ACCT_OPN_DATE"
"0048559",IM21057348,CAL30,2010-05-18 00:00:00.000
"0090881",IM21056559,CAL31,2018-01-15 00:00:00.000
"0177900",IM21055158,CAL31,2018-08-16 00:00:00.000
"0189912",IM21055639,CAL30,2019-04-04 00:00:00.000
"0185505",IM21055949,CAL31,2019-01-28 00:00:00.000
"0186040",IM21055971,CAL30,2019-02-05 00:00:00.000
"0162040",IM21056116,CAL31,2017-10-24 00:00:00.000
"0162092",IM21056753,CAL04,2017-10-24 00:00:00.000
"0047219",IM21057075,CAL02,2017-12-06 00:00:00.000
"0164071",IM21056928,CAL19,2017-12-19 00:00:00.000
"0172700",IM21055208,CAL31,2018-05-29 00:00:00.000
"0161132",IM21056775,CAL12,2017-10-03 00:00:00.000
"0098987",IM21055375,CAL12,2019-02-21 00:00:00.000
"0044731",IM21057266,CAL30,2009-11-13 00:00:00.000
"0044731",IM21057266,CAL30,2009-11-13 00:00:00.000
"0161687",IM21056021,CAL31,2017-10-13 00:00:00.000
"0186416",IM21055233,CAL31,2019-02-12 00:00:00.000
"0185376",IM21055402,CAL12,2019-01-25 00:00:00.000
"0190064",IM21055886,CAL30,2019-04-05 00:00:00.000
"0188889",IM21055100,CAL31,2019-03-20 00:00:00.000
"0159374",IM21056828,CAL06,2017-08-31 00:00:00.000
"0165073",IM21056994,CAL31,2018-01-17 00:00:00.000
"0049722",IM21057417,CAL31,2010-07-09 00:00:00.000
"0181872",IM21055264,CAL31,2018-11-08 00:00:00.000
"0188736",IM21055911,CAL31,2019-03-18 00:00:00.000
"0190411",IM21055274,CAL12,2019-04-11 00:00:00.000
"0081176",IM21059753,CAL30,2013-07-15 00:00:00.000
"0046963",IM21057507,CAL31,2010-03-29 00:00:00.000
"0062783",IM21058327,CAL31,2011-12-16 00:00:00.000
"0047061",IM21057554,CAL04,2010-04-01 00:00:00.000
"0187150",IM21059960,CAL31,2019-02-22 00:00:00.000
"0047074",IM21057555,CAL31,2010-04-01 00:00:00.000
"0059843",IM21058040,CAL31,2011-09-30 00:00:00.000
"0067983",IM21058685,CAL06,2012-05-14 00:00:00.000
"0186205",IM21059975,CAL12,2019-02-07 00:00:00.000
"0050506",IM21057586,CAL31,2010-08-26 00:00:00.000
"0061661",IM21058393,CAL08,2011-11-15 00:00:00.000
"0018847",IM21057760,CAL01,2010-12-02 00:00:00.000
"0062407",IM21057921,CAL06,2011-12-06 00:00:00.000
"0068152",IM21058885,CAL03,2012-05-21 00:00:00.000
"0062238",IM21058247,CAL30,2011-12-01 00:00:00.000
"0068406",IM21058895,CAL06,2012-05-28 00:00:00.000
"0052264",IM21057630,CAL30,2010-11-15 00:00:00.000
"0016771",IM21057978,CAL17,2011-10-05 00:00:00.000
"0075638",IM21059263,CAL30,2013-02-13 00:00:00.000
"0008200",IM21060560,CAL01,2002-10-17 00:00:00.000
"0102305",IM21061215,CAL04,2015-01-20 00:00:00.000
"0023255",IM21060769,CAL30,2006-01-23 00:00:00.000
"0001567",IM21060141,CAL01,1997-12-24 00:00:00.000
"0025389",IM21061259,CAL06,2015-01-09 00:00:00.000
"0104110",IM21061432,CAL04,2015-02-17 00:00:00.000
"0109544",IM21062070,CAL03,2015-05-12 00:00:00.000
"0022426",IM21062435,CAL17,2015-07-28 00:00:00.000
"0022160",IM21060356,CAL25,2005-08-11 00:00:00.000
"0020245",IM21060219,CAL02,2005-02-23 00:00:00.000
"0038775",IM21060698,CAL25,2008-10-24 00:00:00.000
"0060398",IM21054030,CAL06,2018-08-02 00:00:00.000
"0174047",IM21054201,CAL12,2018-06-20 00:00:00.000
"0159760",IM21053724,CAL31,2017-09-09 00:00:00.000
"0172470",IM21054704,CAL31,2018-05-24 00:00:00.000
"0182320",IM21054711,CAL31,2018-11-17 00:00:00.000
"0174399",IM21054552,CAL31,2018-06-25 00:00:00.000
"0171356",IM21054560,CAL30,2018-05-08 00:00:00.000
"0183300",IM21053912,CAL31,2018-12-08 00:00:00.000
"0170889",IM21053913,CAL31,2018-04-30 00:00:00.000
"0176962",IM21054083,CAL31,2018-08-01 00:00:00.000
"0125926",IM21052975,CAL12,2016-02-10 00:00:00.000
"0180341",IM21053786,CAL31,2018-10-05 00:00:00.000
"0032577",IM21054604,CAL06,2018-10-11 00:00:00.000
"0165553",IM21053483,CAL31,2018-01-25 00:00:00.000
"0171283",IM21054620,CAL19,2018-07-13 00:00:00.000
"0171283",IM21054779,CAL31,2018-05-07 00:00:00.000
"0046298",IM21053497,CAL19,2017-12-29 00:00:00.000
"0179118",IM21054461,CAL31,2018-09-11 00:00:00.000
"0008900",IM21052862,CAL02,2015-11-16 00:00:00.000
"0046576",IM21053669,CAL12,2018-03-22 00:00:00.000
"0179689",IM21053985,CAL31,2018-09-21 00:00:00.000
"0176471",IM21054170,CAL30,2018-07-26 00:00:00.000
"0177206",IM21054336,CAL31,2018-08-03 00:00:00.000
"0162740",IM21069955,CAL04,2017-11-10 00:00:00.000
"0144069",IM21068124,CAL31,2017-02-02 00:00:00.000
"0043148",IM21069161,ODF05,2009-08-12 00:00:00.000
"0142173",IM21069324,CAL31,2016-12-15 00:00:00.000
"0153314",IM21069654,CAL31,2017-04-13 00:00:00.000
"0095104",IM21067625,CAL31,2014-08-07 00:00:00.000
"0147412",IM21068584,CAL31,2011-02-11 00:00:00.000
"0091746",IM21068883,CAL08,2017-03-15 00:00:00.000
"0074812",IM21069680,CAL20,2017-03-29 00:00:00.000
"0151707",IM21068608,CAL31,2004-11-18 00:00:00.000
"0021181",IM21068750,SBL02,2017-02-14 00:00:00.000
"0044932",IM21070046,ODF05,2010-02-17 00:00:00.000
"0144622",IM21068076,CAL04,2017-02-11 00:00:00.000
"0069941",IM21068813,CAL20,2017-04-26 00:00:00.000
"0156953",IM21070398,CAL30,2017-07-05 00:00:00.000
"0156810",IM21071247,CAL31,2017-07-01 00:00:00.000
"0160326",IM21070733,CAL31,2017-09-19 00:00:00.000
"0161895",IM21070973,CAL31,2017-10-18 00:00:00.000
"0160102",IM21072166,CAL31,2017-09-14 00:00:00.000
"0165856",IM21070436,CAL31,2018-01-31 00:00:00.000
"0167384",IM21071587,CAL31,2018-02-28 00:00:00.000
"0167464",IM21070761,CAL31,2018-03-01 00:00:00.000
"0169954",IM21071298,CAL31,2018-04-12 00:00:00.000
"0157378",IM21071596,CAL31,2017-07-13 00:00:00.000
"0159166",IM21071622,CAL30,2017-08-28 00:00:00.000
"0169603",IM21070804,CAL31,2018-04-06 00:00:00.000
"0160628",IM21071935,CAL31,2017-09-23 00:00:00.000
"0041949",IM21070100,ODF05,2010-02-24 00:00:00.000
"0157433",IM21070260,CAL06,2017-07-14 00:00:00.000
"0170402",IM21071992,CAL30,2018-04-19 00:00:00.000
"0157743",IM21070889,CAL31,2017-07-21 00:00:00.000
"0157536",IM21070901,CAL31,2017-07-18 00:00:00.000
"0160461",IM21071199,CAL31,2017-09-20 00:00:00.000
"0162440",IM21072075,CAL31,2017-11-03 00:00:00.000
"0046298",IM21070222,ODF05,2010-03-10 00:00:00.000
"0169144",IM21071214,CAL12,2018-03-28 00:00:00.000
"0049346",IM21070918,ODL02,2010-06-16 00:00:00.000
"0018033",IM21063118,ODL01,2004-03-30 00:00:00.000
"0016771",IM21064645,ODF05,2007-03-14 00:00:00.000
"0019372",IM21064703,ODF05,2007-10-17 00:00:00.000
"0123279",IM21063700,CAL31,2015-12-14 00:00:00.000
"0123279",IM21063700,CAL31,2015-12-14 00:00:00.000
"0120892",IM21063322,CAL31,2015-10-28 00:00:00.000
"0131885",IM21065227,CAL31,2016-06-07 00:00:00.000
"0128268",IM21064956,CAL31,2016-03-23 00:00:00.000
"0112640",IM21062795,CAL31,2015-06-18 00:00:00.000
"0130164",IM21065008,CAL08,2016-04-26 00:00:00.000
"0093383",IM21067336,CAL31,2014-07-04 00:00:00.000
"0119977",IM21063132,CAL30,2015-10-15 00:00:00.000
"0129943",IM21064734,CAL31,2016-04-21 00:00:00.000
"0033717",IM21077724,CAL02,2008-01-09 00:00:00.000
"0179638",IM21076332,CAL19,2019-03-26 00:00:00.000
"0041949",IM21079453,CAL31,2009-05-11 00:00:00.000
"0043009",IM21079459,CAL31,2009-08-05 00:00:00.000
"0190316",IM21076345,CAL31,2019-04-10 00:00:00.000
"0022242",IM21077199,CAL24,2005-08-23 00:00:00.000
"0185511",IM21075794,CAL31,2019-01-28 00:00:00.000
"0006885",IM21077235,CAL12,2003-07-02 00:00:00.000
"0045838",IM21079518,CAL04,2010-02-12 00:00:00.000
"0184439",IM21076460,CAL31,2019-01-10 00:00:00.000
"0190201",IM21076749,CAL24,2019-04-09 00:00:00.000
"0009366",IM21078120,CAL02,1989-07-12 00:00:00.000
"0185323",IM21076480,CAL12,2019-01-24 00:00:00.000
"0040626",IM21078726,CAL04,2009-02-12 00:00:00.000
"0041291",IM21079308,CAL30,2009-03-25 00:00:00.000
"0143446",IM21075333,CAL06,2018-06-28 00:00:00.000
"0189567",IM21076217,CAL12,2019-03-29 00:00:00.000
"0185287",IM21076513,CAL31,2019-01-24 00:00:00.000
"0190925",IM21076826,CAL30,2019-04-18 00:00:00.000
"0154452",IM21079696,CAL19,2017-08-18 00:00:00.000
"0158537",IM21079709,CAL31,2017-08-09 00:00:00.000
"0171483",IM21080916,CAL31,2018-05-09 00:00:00.000
"0071722",IM21081150,ODL02,2013-08-16 00:00:00.000
"0084001",IM21081822,ODF05,2013-10-16 00:00:00.000
"0039454",IM21082049,ODF05,2013-10-31 00:00:00.000
"0162055",IM21079812,CAL10,2017-10-24 00:00:00.000
"0071722",IM21080856,ODL02,2013-07-24 00:00:00.000
"0018847",IM21081232,ODF05,2013-08-23 00:00:00.000
"0075638",IM21081911,ODF05,2013-10-23 00:00:00.000
"0095152",IM21080453,CAL31,2018-08-30 00:00:00.000
"0172264",IM21080520,CAL31,2018-05-22 00:00:00.000
"0077219",IM21082282,ODF05,2013-11-14 00:00:00.000
"0074812",IM21081342,ODL07,2013-09-04 00:00:00.000
"0115490",IM21082140,CAL06,2015-07-24 00:00:00.000
"0180566",IM21080563,CAL31,2018-10-11 00:00:00.000
"0055994",IM21081374,ODF05,2013-09-05 00:00:00.000
"0064632",IM21082637,CAL04,2015-11-04 00:00:00.000
"0037488",IM21075345,ODF05,2012-02-24 00:00:00.000
"0077219",IM21079576,ODF05,2013-04-23 00:00:00.000
"0060398",IM21079595,ODF05,2013-04-24 00:00:00.000
"0029411",IM21077870,ODF05,2012-11-12 00:00:00.000
"0067650",IM21075953,ODF05,2012-05-02 00:00:00.000
"0143111",IM21073815,CAL31,2017-01-13 00:00:00.000
"0152783",IM21074119,CAL31,2017-03-31 00:00:00.000
"0060398",IM21074155,ODF05,2011-10-17 00:00:00.000
"0183459",IM21074767,CAL31,2018-12-13 00:00:00.000
"0135089",IM21072719,CAL06,2016-07-29 00:00:00.000
"0135210",IM21072721,CAL31,2016-08-02 00:00:00.000
"0040109",IM21073550,ODF05,2011-08-03 00:00:00.000
"0124993",IM21074197,CAL04,2017-03-08 00:00:00.000
"0159566",IM21075035,CAL31,2018-06-26 00:00:00.000
"0061684",IM21075043,ODF05,2012-01-17 00:00:00.000
"0172004",IM21075057,CAL31,2018-05-17 00:00:00.000
"0155961",IM21074040,CAL06,2017-06-13 00:00:00.000
"0008900",IM21085804,ODF05,2014-07-01 00:00:00.000
"0096486",IM21086829,ODF05,2014-09-03 00:00:00.000
"0096486",IM21086829,ODF05,2014-09-03 00:00:00.000
"0050847",IM21082839,ODF05,2013-12-24 00:00:00.000
"0070754",IM21084156,ODF05,2014-03-20 00:00:00.000
"0154359",IM21087566,CAL31,2017-05-10 00:00:00.000
"0089317",IM21084190,ODF05,2014-03-21 00:00:00.000
"0032220",IM21087073,ODF05,2014-09-19 00:00:00.000
"0064322",IM21085015,ODF05,2014-05-23 00:00:00.000
"0022438",IM21083099,ODF05,2014-01-14 00:00:00.000
"0068309",IM21083766,ODF05,2014-02-26 00:00:00.000
"0145192",IM21088885,CAL31,2017-02-23 00:00:00.000
"0170770",IM21089469,CAL31,2018-04-27 00:00:00.000
"0077939",IM21088192,ODL07,2014-12-04 00:00:00.000
"0103806",IM21089201,ODF05,2015-02-12 00:00:00.000
"0159293",IM21089255,CAL31,2017-08-29 00:00:00.000
"0162496",IM21088394,CAL31,2017-11-06 00:00:00.000
"0155598",IM21089282,CAL31,2017-06-06 00:00:00.000
"0162544",IM21089880,CAL31,2017-11-07 00:00:00.000
"0162691",IM21089884,CAL31,2017-11-09 00:00:00.000
"0150223",IM21089010,CAL06,2000-10-30 00:00:00.000
"0022438",IM21087692,ODF05,2014-10-24 00:00:00.000
"0048110",IM21087857,CAL31,2016-12-19 00:00:00.000
"0100236",IM21088054,ODF05,2014-11-21 00:00:00.000
"0142893",IM21088522,CAL31,2017-01-09 00:00:00.000
"0040109",IM21089802,ODF05,2015-03-23 00:00:00.000
"0103374",IM21089107,ODF05,2015-02-09 00:00:00.000
"0167196",IM21091083,CAL31,2018-02-26 00:00:00.000
"0163746",IM21090813,CAL30,2017-12-07 00:00:00.000
"0089843",IM21092277,CAL12,2018-05-14 00:00:00.000
"0158238",IM21090828,CAL12,2017-08-01 00:00:00.000
"0169690",IM21090852,CAL31,2018-04-07 00:00:00.000
"0175194",IM21091732,CAL31,2018-07-06 00:00:00.000
"0109936",IM21090758,ODF05,2015-05-15 00:00:00.000
"0112632",IM21091436,ODF05,2015-06-18 00:00:00.000
"0162313",IM21090279,CAL31,2018-02-20 00:00:00.000
"0156872",IM21090871,CAL04,2017-07-03 00:00:00.000
"0166116",IM21092051,CAL31,2018-02-06 00:00:00.000
"0162607",IM21091504,CAL31,2017-11-08 00:00:00.000
"0166009",IM21091800,CAL04,2018-02-02 00:00:00.000
"0060803",IM21091182,ODF05,2015-06-08 00:00:00.000
"0176221",IM21091241,CAL31,2018-07-24 00:00:00.000
"0171945",IM21092508,CAL31,2018-05-17 00:00:00.000
"0160163",IM21090981,CAL31,2017-09-15 00:00:00.000
"0108204",IM21090245,ODF05,2015-04-17 00:00:00.000
"0085936",IM21090247,ODF05,2015-04-17 00:00:00.000
"0109275",IM21090580,ODF05,2015-05-08 00:00:00.000
"0183117",IM21092175,CAL31,2018-12-05 00:00:00.000
"0159566",IM21090741,CAL04,2017-09-06 00:00:00.000
"0120552",IM21082671,CAL31,2015-10-24 00:00:00.000
"0134880",IM21085623,CAL30,2016-07-26 00:00:00.000
"0125348",IM21083571,CAL06,2016-01-29 00:00:00.000
"0060227",IM21084145,CAL30,2016-02-15 00:00:00.000
"0130022",IM21084157,CAL30,2016-04-22 00:00:00.000
"0130022",IM21084157,CAL30,2016-04-22 00:00:00.000
"0131437",IM21084470,CAL06,2016-05-23 00:00:00.000
"0137338",IM21084768,CAL31,2016-09-01 00:00:00.000
"0047219",IM21085059,CAL06,2016-08-01 00:00:00.000
"0130400",IM21087076,CAL20,2017-05-16 00:00:00.000
"0143301",IM21086932,CAL31,2017-01-18 00:00:00.000
"0129975",IM21083727,CAL31,2016-04-22 00:00:00.000
"0127548",IM21084322,CAL10,2016-03-09 00:00:00.000
"0141356",IM21086137,CAL06,2016-11-24 00:00:00.000
"0075340",IM21084994,SBL02,2016-10-25 00:00:00.000
"0059139",IM21097708,ODF05,2016-07-20 00:00:00.000
"0115066",IM21095003,ODF05,2016-01-11 00:00:00.000
"0118670",IM21093114,ODF05,2015-09-18 00:00:00.000
"0120552",IM21093778,ODF05,2015-10-27 00:00:00.000
"0043148",IM21095430,ODF05,2016-02-11 00:00:00.000
"0115490",IM21095872,ODF05,2016-04-04 00:00:00.000
"0150716",IM21102293,ODF05,2015-02-17 00:00:00.000
"0023255",IM21099704,ODF05,2016-12-14 00:00:00.000
"0148316",IM21101971,ODF05,2005-06-07 00:00:00.000
"0150223",IM21102258,ODF05,2004-08-12 00:00:00.000
"0130164",IM21098175,ODF05,2016-08-23 00:00:00.000
"0145636",IM21100828,ODF05,2017-03-08 00:00:00.000
"0148756",IM21101201,ODF05,2011-06-08 00:00:00.000
"0008900",IM21100929,ODF05,2017-03-14 00:00:00.000
"0040952",IM21100599,ODF05,2017-02-17 00:00:00.000
"0133426",IM21100935,ODF05,2017-03-14 00:00:00.000
"0150716",IM21102395,ODF05,2015-04-07 00:00:00.000
"0065427",IM21097935,CAL04,2012-03-15 00:00:00.000
"0089458",IM21101305,CAL31,2014-05-30 00:00:00.000
"0098763",IM21100454,CAL31,2014-10-22 00:00:00.000
"0150223",IM21102318,ODF05,2001-03-14 00:00:00.000
"0043148",IM21102486,ODF05,2017-04-04 00:00:00.000
"0088097",IM21101144,CAL31,2014-02-24 00:00:00.000
"0153061",IM21102529,ODF05,2017-04-12 00:00:00.000
"0088680",IM21100580,CAL04,2014-03-07 00:00:00.000
"0050847",IM21097895,CAL30,2012-09-14 00:00:00.000
"0183107",IM21094216,CAL12,2018-12-05 00:00:00.000
"0179350",IM21092753,CAL31,2018-09-14 00:00:00.000
"0057286",IM21094809,CAL31,2011-06-10 00:00:00.000
"0180687",IM21093976,CAL12,2018-10-13 00:00:00.000
"0046645",IM21096557,CAL04,2010-03-23 00:00:00.000
"0179204",IM21094302,CAL08,2018-09-12 00:00:00.000
"0183031",IM21094309,CAL30,2018-12-03 00:00:00.000
"0049579",IM21096567,CAL30,2010-07-01 00:00:00.000
"0182973",IM21092876,CAL31,2018-11-30 00:00:00.000
"0110607",IM21093784,CAL31,2018-12-11 00:00:00.000
"0070980",IM21096958,CAL31,2012-08-15 00:00:00.000
"0172637",IM21093552,CAL12,2018-05-28 00:00:00.000
"0061415",IM21094716,CAL04,2011-11-08 00:00:00.000
"0049346",IM21094161,CAL12,2019-01-23 00:00:00.000
"0179816",IM21108699,ODF05,2018-09-24 00:00:00.000
"0183564",IM21109493,ODF05,2018-12-17 00:00:00.000
"0179906",IM21108726,ODF05,2018-09-26 00:00:00.000
"0111232",IM21109999,ODF05,2019-02-01 00:00:00.000
"0085267",IM21109508,ODF05,2018-12-19 00:00:00.000
"0173886",IM21107689,ODF05,2018-06-18 00:00:00.000
"0179196",IM21108585,ODF05,2018-09-13 00:00:00.000
"0173886",IM21107709,ODF05,2018-06-18 00:00:00.000
"0176471",IM21108147,ODF05,2018-07-26 00:00:00.000
"0125672",IM21107739,ODF05,2018-06-20 00:00:00.000
"0018847",IM21107884,ODF05,2018-07-03 00:00:00.000
"0158607",IM21108042,ODF05,2018-07-16 00:00:00.000
"0158607",IM21108042,ODF05,2018-07-16 00:00:00.000
"0145813",IM21108486,ODF05,2018-09-04 00:00:00.000
"0189910",IM21110895,ODF05,2019-04-04 00:00:00.000
"0083761",IM21111363,CAL31,2014-08-12 00:00:00.000
"0186040",IM21110107,ODF05,2019-02-08 00:00:00.000
"0156953",IM21110264,ODF05,2019-02-21 00:00:00.000
"0150405",IM21110132,ODF05,2019-02-11 00:00:00.000
"0190102",IM21110933,ODF05,2019-04-08 00:00:00.000
"0187164",IM21110298,ODF05,2019-02-22 00:00:00.000
"0106743",IM21111846,CAL31,2015-03-21 00:00:00.000
"0058624",IM21111887,CAL31,2015-01-16 00:00:00.000
"0040109",IM21111650,CAL19,2015-01-30 00:00:00.000
"0102897",IM21112456,CAL31,2015-01-29 00:00:00.000
"0189725",IM21110859,ODF05,2019-04-02 00:00:00.000
"0187493",IM21110401,ODF05,2019-03-02 00:00:00.000
"0187493",IM21110402,ODF05,2019-03-02 00:00:00.000
"0166915",IM21105427,ODF05,2018-02-21 00:00:00.000
"0040109",IM21106233,ODF05,2018-04-19 00:00:00.000
"0147764",IM21107298,ODF05,2018-06-05 00:00:00.000
"0125015",IM21105670,ODF05,2018-03-13 00:00:00.000
"0125664",IM21105544,ODF05,2018-03-01 00:00:00.000
"0159127",IM21103703,ODF05,2017-08-26 00:00:00.000
"0040952",IM21104930,ODF05,2018-01-15 00:00:00.000
"0154452",IM21102790,ODF05,2017-05-17 00:00:00.000
"0157739",IM21103405,ODF05,2017-07-21 00:00:00.000
"0150223",IM21104193,ODF05,2017-10-23 00:00:00.000
"0150223",IM21104194,ODF05,2017-10-23 00:00:00.000
"0157743",IM21103410,ODF05,2017-07-24 00:00:00.000
"0133426",IM21103888,ODF05,2017-09-20 00:00:00.000
"0075340",IM21105162,ODF05,2018-02-01 00:00:00.000
"0133426",IM21103910,ODF05,2017-09-21 00:00:00.000
"0161394",IM21104079,ODF05,2017-10-09 00:00:00.000
"0008200",IM21103620,ODF05,2017-08-18 00:00:00.000
"0023271",IM21104083,ODF05,2017-10-09 00:00:00.000
"0119977",IM21103160,ODL02,2017-06-27 00:00:00.000
"0119977",IM21103161,ODF05,2017-06-27 00:00:00.000
"0127548",IM21103051,ODF05,2017-06-16 00:00:00.000
"0130427",IM21105078,ODF05,2018-01-25 00:00:00.000
"0075779",IM21116853,CAL03,2016-09-05 00:00:00.000
"0137247",IM21117328,CAL31,2016-08-31 00:00:00.000
"0044404",IM21116380,CAL31,2016-03-30 00:00:00.000
"0133426",IM21116093,CAL31,2016-07-04 00:00:00.000
"0116449",IM21115335,CAL31,2015-08-07 00:00:00.000
"0127368",IM21116425,CAL31,2016-03-07 00:00:00.000
"0136707",IM21117384,CAL31,2016-08-24 00:00:00.000
"0128311",IM21116139,CAL31,2016-03-24 00:00:00.000
"0125015",IM21115374,CAL06,2016-01-26 00:00:00.000
"0055694",IM21116033,CAL31,2016-06-10 00:00:00.000
"0131407",IM21116324,CAL31,2016-05-20 00:00:00.000
"0125664",IM21115879,CAL31,2016-02-05 00:00:00.000
"0145479",IM21117130,CAL31,2017-03-01 00:00:00.000
"0041369",IM21116978,CAL31,2016-10-19 00:00:00.000
"0122426",IM21115425,CAL12,2015-11-24 00:00:00.000
"0130289",IM21115586,CAL31,2016-04-28 00:00:00.000
"0127625",IM21116066,CAL06,2016-03-10 00:00:00.000
"0142497",IM21116841,CAL31,2016-12-23 00:00:00.000
"0185115",IM21122462,CAL31,2019-01-22 00:00:00.000
"0019370",IM21122482,CAL02,2004-10-26 00:00:00.000
"0034247",IM21122487,CAL02,2008-02-20 00:00:00.000
"0170904",IM21121053,CAL04,2018-04-30 00:00:00.000
"0044932",IM21121849,CAL06,2018-05-30 00:00:00.000
"0162458",IM21122012,CAL31,2019-04-12 00:00:00.000
"0174081",IM21121062,CAL31,2018-06-20 00:00:00.000
"0185517",IM21121566,CAL31,2019-01-28 00:00:00.000
"0185034",IM21121428,CAL31,2019-01-21 00:00:00.000
"0182586",IM21121914,CAL31,2018-11-22 00:00:00.000
"0191113",IM21121277,CAL31,2019-04-23 00:00:00.000
"0188679",IM21121453,CAL31,2019-03-16 00:00:00.000
"0175999",IM21121614,CAL31,2018-07-19 00:00:00.000
"0173818",IM21120337,CAL31,2018-06-14 00:00:00.000
"0183673",IM21120502,CAL12,2018-12-18 00:00:00.000
"0187614",IM21121462,CAL31,2019-03-01 00:00:00.000
"0096277",IM21120831,CAL31,2018-07-31 00:00:00.000
"0175029",IM21120993,CAL31,2018-07-04 00:00:00.000
"0184996",IM21121946,CAL12,2019-01-19 00:00:00.000
"0114016",IM21120842,CAL12,2018-07-30 00:00:00.000
"0144904",IM21117806,CAL31,2017-02-17 00:00:00.000
"0181469",IM21119577,CAL31,2018-10-30 00:00:00.000
"0178991",IM21120159,CAL31,2018-09-10 00:00:00.000
"0150499",IM21117828,CAL06,2008-07-16 00:00:00.000
"0043148",IM21117834,CAL20,2017-04-27 00:00:00.000
"0141501",IM21118977,CAL31,2016-11-29 00:00:00.000
"0046853",IM21119790,CAL19,2017-10-06 00:00:00.000
"0158670",IM21119951,CAL31,2017-08-15 00:00:00.000
"0155811",IM21118041,CAL31,2017-06-10 00:00:00.000
"0175081",IM21119981,CAL31,2018-07-05 00:00:00.000
"0163872",IM21120091,CAL31,2017-12-11 00:00:00.000
"0145938",IM21118064,CAL31,2017-03-11 00:00:00.000
"0115037",IM21118706,CAL31,2017-09-08 00:00:00.000
"0158739",IM21119028,CAL31,2017-08-16 00:00:00.000
"0164071",IM21119505,CAL31,2017-12-19 00:00:00.000
"0168151",IM21119996,CAL31,2018-03-15 00:00:00.000
"0180349",IM21119688,CAL31,2018-10-05 00:00:00.000
"0150405",IM21118263,CAL30,2006-03-31 00:00:00.000
"0141827",IM21118275,CAL31,2016-12-07 00:00:00.000
"0116210",IM21114967,CAL31,2015-08-03 00:00:00.000
"0094242",IM21113212,CAL31,2014-07-21 00:00:00.000
"0094242",IM21113212,CAL31,2014-07-21 00:00:00.000
"0093129",IM21113216,CAL06,2014-06-30 00:00:00.000
